"GRID_TYPE","GAME_ID","GAME_EVENT_ID","PLAYER_ID","PLAYER_NAME","TEAM_ID","TEAM_NAME","PERIOD","MINUTES_REMAINING","SECONDS_REMAINING","EVENT_TYPE","ACTION_TYPE","SHOT_TYPE","SHOT_ZONE_BASIC","SHOT_ZONE_AREA","SHOT_ZONE_RANGE","SHOT_DISTANCE","LOC_X","LOC_Y","SHOT_ATTEMPTED_FLAG","SHOT_MADE_FLAG","GAME_DATE","HTM","VTM"
"Shot Chart Detail","0042300101","7","1628369","Jayson Tatum","1610612738","Boston Celtics","1","11","42","Missed Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","1","9","11","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","9","1627759","Jaylen Brown","1610612738","Boston Celtics","1","11","39","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","26","-159","210","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","11","1628389","Bam Adebayo","1610612748","Miami Heat","1","11","21","Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.","17","-21","171","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","13","1627759","Jaylen Brown","1610612738","Boston Celtics","1","11","12","Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","2","-1","20","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","14","1629639","Tyler Herro","1610612748","Miami Heat","1","10","51","Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","27","-110","247","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","16","204001","Kristaps Porzingis","1610612738","Boston Celtics","1","10","37","Made Shot","Turnaround Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.","9","-58","81","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","18","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","1","10","18","Missed Shot","Driving Dunk Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.","4","-1","40","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","20","1628369","Jayson Tatum","1610612738","Boston Celtics","1","10","5","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","1","0","13","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","24","1629639","Tyler Herro","1610612748","Miami Heat","1","9","42","Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.","14","-127","66","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","26","201950","Jrue Holiday","1610612738","Boston Celtics","1","9","25","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","26","164","209","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","30","204001","Kristaps Porzingis","1610612738","Boston Celtics","1","9","1","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.","15","-47","152","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","32","1628389","Bam Adebayo","1610612748","Miami Heat","1","8","44","Made Shot","Turnaround Fadeaway shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.","12","7","121","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","33","204001","Kristaps Porzingis","1610612738","Boston Celtics","1","8","33","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","31","-124","285","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","35","1628369","Jayson Tatum","1610612738","Boston Celtics","1","8","26","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","26","112","236","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","37","1628389","Bam Adebayo","1610612748","Miami Heat","1","8","10","Made Shot","Turnaround Fadeaway Bank Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.","9","75","61","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","39","1628401","Derrick White","1610612738","Boston Celtics","1","7","57","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","25","191","168","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","45","1628401","Derrick White","1610612738","Boston Celtics","1","7","22","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","25","188","172","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","47","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","1","7","7","Made Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.","9","-92","10","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","63","1629312","Haywood Highsmith","1610612748","Miami Heat","1","6","25","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","26","180","195","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","65","1627759","Jaylen Brown","1610612738","Boston Celtics","1","6","16","Missed Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","3","-33","18","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","69","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","1","5","58","Missed Shot","Turnaround Fadeaway shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.","10","56","92","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","73","1629639","Tyler Herro","1610612748","Miami Heat","1","5","48","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.","18","138","127","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","75","1627759","Jaylen Brown","1610612738","Boston Celtics","1","5","36","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","2","22","20","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","77","1631107","Nikola Jovic","1610612748","Miami Heat","1","5","29","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","3","22","30","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","81","1630202","Payton Pritchard","1610612738","Boston Celtics","1","5","4","Made Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.","24","-233","59","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","83","1631107","Nikola Jovic","1610612748","Miami Heat","1","4","50","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.","17","-145","101","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","85","204001","Kristaps Porzingis","1610612738","Boston Celtics","1","4","39","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","24","175","175","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","87","1629639","Tyler Herro","1610612748","Miami Heat","1","4","21","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","3","-27","22","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","90","1629639","Tyler Herro","1610612748","Miami Heat","1","3","59","Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.","12","-29","122","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","99","1628369","Jayson Tatum","1610612738","Boston Celtics","1","3","36","Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","25","156","200","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","101","1628369","Jayson Tatum","1610612738","Boston Celtics","1","3","29","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","25","151","201","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","109","1626153","Delon Wright","1610612748","Miami Heat","1","3","15","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","2","11","25","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","115","201143","Al Horford","1610612738","Boston Celtics","1","3","4","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.","22","-229","16","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","120","1630202","Payton Pritchard","1610612738","Boston Celtics","1","2","24","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","28","157","232","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","123","1630573","Sam Hauser","1610612738","Boston Celtics","1","2","1","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.","22","-224","43","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","125","201567","Kevin Love","1610612748","Miami Heat","1","1","44","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","27","-143","231","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","126","1630202","Payton Pritchard","1610612738","Boston Celtics","1","1","27","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.","26","-13","264","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","128","201143","Al Horford","1610612738","Boston Celtics","1","1","21","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","26","113","238","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","131","1630202","Payton Pritchard","1610612738","Boston Celtics","1","1","6","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","26","176","200","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","133","201950","Jrue Holiday","1610612738","Boston Celtics","1","1","1","Missed Shot","Pullup Jump shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.","23","234","46","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","135","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","1","0","55","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","2","-15","24","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","137","201143","Al Horford","1610612738","Boston Celtics","1","0","42","Missed Shot","Floating Jump shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","3","-1","36","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","139","201567","Kevin Love","1610612748","Miami Heat","1","0","25","Made Shot","Turnaround Fadeaway shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.","8","-18","87","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","141","1630573","Sam Hauser","1610612738","Boston Celtics","1","0","8","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.","23","-230","15","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","143","1629130","Duncan Robinson","1610612748","Miami Heat","1","0","2","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","25","-213","146","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","148","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","2","11","38","Made Shot","Driving Floating Bank Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.","4","32","31","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","149","1630573","Sam Hauser","1610612738","Boston Celtics","2","11","18","Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.","23","229","28","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","151","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","2","11","2","Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.","5","45","26","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","153","201567","Kevin Love","1610612748","Miami Heat","2","11","1","Made Shot","Tip Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","0","0","0","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","155","1630573","Sam Hauser","1610612738","Boston Celtics","2","10","46","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","26","-227","133","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","162","1630573","Sam Hauser","1610612738","Boston Celtics","2","10","4","Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.","22","223","32","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","176","1628389","Bam Adebayo","1610612748","Miami Heat","2","9","30","Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","3","6","33","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","178","1628369","Jayson Tatum","1610612738","Boston Celtics","2","9","18","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","27","-115","254","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","180","1630202","Payton Pritchard","1610612738","Boston Celtics","2","9","15","Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","2","-1","28","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","181","1629130","Duncan Robinson","1610612748","Miami Heat","2","8","57","Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","27","190","198","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","183","1630573","Sam Hauser","1610612738","Boston Celtics","2","8","37","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","23","219","96","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","185","1629130","Duncan Robinson","1610612748","Miami Heat","2","8","22","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","27","-134","237","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","187","201143","Al Horford","1610612738","Boston Celtics","2","8","4","Made Shot","Turnaround Hook Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.","9","-42","81","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","189","1628389","Bam Adebayo","1610612748","Miami Heat","2","7","49","Missed Shot","Hook Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.","11","53","105","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","191","1628369","Jayson Tatum","1610612738","Boston Celtics","2","7","30","Made Shot","Step Back Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.","14","65","133","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","192","1628389","Bam Adebayo","1610612748","Miami Heat","2","7","12","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","28","125","252","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","212","1628369","Jayson Tatum","1610612738","Boston Celtics","2","6","34","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.","15","120","105","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","214","1629639","Tyler Herro","1610612748","Miami Heat","2","6","23","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","27","153","229","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","216","204001","Kristaps Porzingis","1610612738","Boston Celtics","2","6","3","Missed Shot","Turnaround Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.","14","45","133","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","218","1628997","Caleb Martin","1610612748","Miami Heat","2","5","56","Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.","23","233","24","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","220","201950","Jrue Holiday","1610612738","Boston Celtics","2","5","36","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","2","9","25","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","222","1628389","Bam Adebayo","1610612748","Miami Heat","2","5","28","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.","18","85","167","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","226","1627759","Jaylen Brown","1610612738","Boston Celtics","2","5","13","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","25","-176","186","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","228","1628389","Bam Adebayo","1610612748","Miami Heat","2","4","57","Made Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.","13","40","124","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","230","1628369","Jayson Tatum","1610612738","Boston Celtics","2","4","43","Missed Shot","Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.","11","-58","100","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","232","1629639","Tyler Herro","1610612748","Miami Heat","2","4","36","Missed Shot","Running Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.","27","5","271","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","236","1628369","Jayson Tatum","1610612738","Boston Celtics","2","4","13","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","2","20","6","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","237","1628389","Bam Adebayo","1610612748","Miami Heat","2","3","49","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.","16","-151","67","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","239","1628401","Derrick White","1610612738","Boston Celtics","2","3","40","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.","23","-233","6","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","241","1628389","Bam Adebayo","1610612748","Miami Heat","2","3","31","Missed Shot","Driving Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.","5","47","20","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","247","1631107","Nikola Jovic","1610612748","Miami Heat","2","3","23","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","27","-195","197","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","256","204001","Kristaps Porzingis","1610612738","Boston Celtics","2","2","47","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","29","-168","242","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","259","1628997","Caleb Martin","1610612748","Miami Heat","2","2","30","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","27","150","231","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","261","1628369","Jayson Tatum","1610612738","Boston Celtics","2","2","9","Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.","25","76","243","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","263","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","2","2","1","Missed Shot","Running Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.","4","22","34","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","265","1627759","Jaylen Brown","1610612738","Boston Celtics","2","1","51","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","3","-34","11","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","267","1629639","Tyler Herro","1610612748","Miami Heat","2","1","46","Missed Shot","Running Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","26","-140","225","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","269","204001","Kristaps Porzingis","1610612738","Boston Celtics","2","1","19","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","33","-129","311","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","271","1629639","Tyler Herro","1610612748","Miami Heat","2","1","7","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","25","232","113","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","273","204001","Kristaps Porzingis","1610612738","Boston Celtics","2","0","48","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","28","-91","274","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","275","1628997","Caleb Martin","1610612748","Miami Heat","2","0","30","Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.","21","-184","109","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","276","1628401","Derrick White","1610612738","Boston Celtics","2","0","9","Made Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.","8","6","83","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","287","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","2","0","2","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","2","4","22","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","289","201950","Jrue Holiday","1610612738","Boston Celtics","2","0","0","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","45","-217","395","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","297","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","3","11","43","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","3","26","15","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","299","1628369","Jayson Tatum","1610612738","Boston Celtics","3","11","27","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.","17","-154","78","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","301","1627759","Jaylen Brown","1610612738","Boston Celtics","3","11","15","Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.","23","233","43","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","303","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","3","10","58","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","26","-167","211","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","305","201950","Jrue Holiday","1610612738","Boston Celtics","3","10","48","Made Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","25","125","222","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","306","1628389","Bam Adebayo","1610612748","Miami Heat","3","10","26","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","28","-208","199","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","308","1628369","Jayson Tatum","1610612738","Boston Celtics","3","10","18","Missed Shot","Running Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","28","-125","252","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","310","1629639","Tyler Herro","1610612748","Miami Heat","3","10","11","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.","25","-38","254","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","314","204001","Kristaps Porzingis","1610612738","Boston Celtics","3","9","54","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","27","-145","231","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","316","1628369","Jayson Tatum","1610612738","Boston Celtics","3","9","48","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","26","153","216","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","319","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","3","9","30","Made Shot","Turnaround Fadeaway shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.","11","-31","106","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","323","1628401","Derrick White","1610612738","Boston Celtics","3","8","57","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","27","152","227","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","325","1631107","Nikola Jovic","1610612748","Miami Heat","3","8","50","Missed Shot","Running Pull-Up Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","26","-199","178","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","327","1631107","Nikola Jovic","1610612748","Miami Heat","3","8","45","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","26","-216","160","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","330","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","3","8","20","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","1","-7","13","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","335","1628369","Jayson Tatum","1610612738","Boston Celtics","3","7","36","Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.","3","-9","30","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","337","1631170","Jaime Jaquez Jr.","1610612748","Miami Heat","3","7","18","Missed Shot","Turnaround Fadeaway shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.","10","-16","107","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","339","1628401","Derrick White","1610612738","Boston Celtics","3","7","6","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","26","181","190","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","342","1628997","Caleb Martin","1610612748","Miami Heat","3","6","43","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","25","208","143","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","344","1628997","Caleb Martin","1610612748","Miami Heat","3","6","40","Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.","24","219","109","1","0","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","346","1627759","Jaylen Brown","1610612738","Boston Celtics","3","6","20","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.","26","-179","193","1","1","20240421","BOS","MIA"
"Shot Chart Detail","0042300101","348","1631107","Nikola Jovic","1610612748","Miami Heat","3","5","59","Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.","23","233","-5","1","0","20240421","BOS","MIA"
