game_date,game_id,team_home,team_away,period,clock,slug_team,player1,description,shot_pts
2021-11-29,22100308,HOU,OKC,1,11:43,HOU,Christian Wood,[HOU 3-0] Wood 3pt Shot: Made (3 PTS) Assist: Porter Jr. (1 AST),3
2021-11-29,22100309,MIN,IND,1,10:59,IND,Malcolm Brogdon,[IND 3-0] Brogdon 3pt Shot: Made (3 PTS),3
2021-11-29,22100310,DAL,CLE,1,11:22,DAL,Tim Hardaway Jr.,[DAL 2-0] Hardaway Jr. Jump Shot: Made (2 PTS) Assist: Doncic (1 AST),2
2021-11-29,22100311,SAS,WAS,1,11:41,SAS,Keldon Johnson,[SAS 3-0] Johnson 3pt Shot: Made (3 PTS) Assist: White (1 AST),3
2021-11-29,22100312,UTA,POR,1,09:45,POR,CJ McCollum,[POR 3-0] McCollum 3pt Shot: Made (3 PTS) Assist: Lillard (1 AST),3
2021-11-29,22100313,LAC,NOP,1,11:29,LAC,Eric Bledsoe,[LAC 2-0] Bledsoe Step Back Jump shot: Made (2 PTS) Assist: George (1 AST),2
2021-11-30,22100314,BKN,NYK,1,11:34,NYK,Evan Fournier,[NYK 2-0] Fournier Pullup Jump shot: Made (2 PTS),2
2021-11-30,22100315,TOR,MEM,1,11:35,MEM,Dillon Brooks,[MEM 2-0] Brooks Driving Layup Shot: Made (2 PTS),2
2021-11-30,22100316,PHX,GSW,1,11:34,GSW,Kevon Looney,[GSW 2-0] Looney Cutting Layup Shot: Made (2 PTS) Assist: Green (1 AST),2
2021-11-30,22100317,POR,DET,1,11:34,POR,Robert Covington,[POR 3-0] Covington 3pt Shot: Made (3 PTS) Assist: Nurkic (1 AST),3
2021-11-30,22100318,SAC,LAL,1,11:46,SAC,Richaun Holmes,[SAC 2-0] Holmes Cutting Dunk Shot: Made (2 PTS) Assist: Haliburton (1 AST),2
2021-12-01,22100319,IND,ATL,1,11:35,ATL,Timothe Luwawu-Cabarrot,[ATL 3-0] Luwawu-Cabarrot 3pt Shot: Made (3 PTS) Assist: Capela (1 AST),3
2021-12-01,22100320,ORL,DEN,1,11:43,DEN,Aaron Gordon,[DEN 2-0] Gordon Driving Layup Shot: Made (2 PTS) Assist: Jokic (1 AST),2
2021-12-01,22100321,WAS,MIN,1,11:23,MIN,Jarred Vanderbilt,[MIN 2-0] Vanderbilt Cutting Dunk Shot: Made (2 PTS) Assist: Towns (1 AST),2
2021-12-01,22100322,BOS,PHI,1,11:47,BOS,Robert Williams III,[BOS 2-0] Williams III Alley Oop Layup shot: Made (2 PTS) Assist: Smart (1 AST),2
2021-12-01,22100323,MIA,CLE,1,11:41,CLE,Lauri Markkanen,[CLE 1-0] Markkanen Free Throw 1 of 2 (1 PTS),1
2021-12-01,22100324,MIL,CHA,1,11:16,CHA,Gordon Hayward,[CHA 2-0] Hayward Step Back Jump shot: Made (2 PTS) Assist: Ball (1 AST),2
2021-12-01,22100325,NOP,DAL,1,11:35,DAL,Kristaps Porzingis,[DAL 2-0] Porzingis Pullup Jump shot: Made (2 PTS) Assist: Doncic (1 AST),2
2021-12-01,22100326,OKC,HOU,1,11:26,OKC,Tre Mann,[OKC 3-0] Mann 3pt Shot: Made (3 PTS) Assist: Dort (1 AST),3
2021-12-01,22100327,LAC,SAC,1,11:17,SAC,Chimezie Metu,[SAC 2-0] Metu Pullup Jump shot: Made (2 PTS) Assist: Fox (1 AST),2
2021-12-02,22100328,NYK,CHI,1,11:26,NYK,Julius Randle,[NYK 2-0] Randle Fadeaway Jump Shot: Made (2 PTS),2
2021-12-02,22100329,TOR,MIL,1,11:34,TOR,Gary Trent Jr.,[TOR 3-0] Trent Jr. 3pt Shot: Made (3 PTS) Assist: Siakam (1 AST),3
2021-12-02,22100330,MEM,OKC,1,11:39,MEM,Jaren Jackson Jr.,[MEM 2-0] Jackson Jr. Driving Finger Roll Layup Shot: Made (2 PTS) Assist: Brooks (1 AST),2
2021-12-02,22100331,PHX,DET,1,10:00,DET,Cade Cunningham,[DET 3-0] Cunningham 3pt Shot: Made (3 PTS) Assist: Grant (1 AST),3
2021-12-02,22100332,POR,SAS,1,11:35,SAS,Derrick White,[SAS 3-0] White 3pt Shot: Made (3 PTS) Assist: Murray (1 AST),3
2021-12-03,22100333,IND,MIA,1,11:39,IND,Myles Turner,[IND 2-0] Turner Turnaround Jump Shot: Made (2 PTS) Assist: Brogdon (1 AST),2
2021-12-03,22100334,WAS,CLE,1,11:38,CLE,Jarrett Allen,[CLE 2-0] Allen Cutting Dunk Shot: Made (2 PTS) Assist: Garland (1 AST),2
2021-12-03,22100335,ATL,PHI,1,11:15,ATL,Trae Young,[ATL 2-0] Young Floating Jump shot: Made (2 PTS),2
2021-12-03,22100336,BKN,MIN,1,11:13,BKN,DeAndre' Bembry,[BKN 2-0] Bembry Running Layup Shot: Made (2 PTS) Assist: Durant (1 AST),2
2021-12-03,22100337,HOU,ORL,1,10:57,ORL,Wendell Carter Jr.,[ORL 1-0] Carter Jr. Free Throw 1 of 2 (1 PTS),1
2021-12-03,22100338,DAL,NOP,1,10:01,DAL,Dorian Finney-Smith,[DAL 2-0] Finney-Smith Floating Jump shot: Made (2 PTS) Assist: Kleber (1 AST),2
2021-12-03,22100339,UTA,BOS,1,11:36,UTA,Donovan Mitchell,[UTA 3-0] Mitchell 3pt Shot: Made (3 PTS),3
2021-12-03,22100340,GSW,PHX,1,11:03,PHX,Mikal Bridges,[PHX 2-0] Bridges Pullup Jump shot: Made (2 PTS) Assist: Paul (1 AST),2
2021-12-03,22100341,LAL,LAC,1,11:14,LAC,Serge Ibaka,[LAC 3-0] Ibaka 3pt Shot: Made (3 PTS) Assist: Zubac (1 AST),3
2021-12-04,22100342,NYK,DEN,1,11:35,DEN,Nikola Jokic,[DEN 2-0] Jokic Turnaround Jump Shot: Made (2 PTS) Assist: Barton (1 AST),2
2021-12-04,22100343,BKN,CHI,1,11:44,BKN,DeAndre' Bembry,[BKN 3-0] Bembry 3pt Shot: Made (3 PTS) Assist: Harden (1 AST),3
2021-12-04,22100344,MIL,MIA,1,09:57,MIL,Jrue Holiday,[MIL 2-0] Holiday Cutting Layup Shot: Made (2 PTS) Assist: Middleton (1 AST),2
2021-12-04,22100345,DAL,MEM,1,11:47,MEM,Jaren Jackson Jr.,[MEM 3-0] Jackson Jr. 3pt Shot: Made (3 PTS) Assist: Jones (1 AST),3
2021-12-04,22100346,GSW,SAS,1,11:30,SAS,Doug McDermott,[SAS 2-0] McDermott Cutting Layup Shot: Made (2 PTS) Assist: Poeltl (1 AST),2
2021-12-04,22100347,POR,BOS,1,11:15,BOS,Robert Williams III,[BOS 2-0] Williams III Alley Oop Dunk Shot: Made (2 PTS) Assist: Smart (1 AST),2
2021-12-04,22100348,SAC,LAC,1,11:21,LAC,Paul George,[LAC 3-0] George 3pt Shot: Made (3 PTS) Assist: Marc Morris Sr. (1 AST),3
2021-12-05,22100349,CLE,UTA,1,11:02,UTA,Mike Conley,[UTA 2-0] Conley Driving Floating Jump Shot: Made (2 PTS),2
2021-12-05,22100350,ATL,CHA,1,11:44,ATL,John Collins,[ATL 2-0] Collins Driving Hook Shot: Made (2 PTS) Assist: Huerter (1 AST),2
2021-12-05,22100351,TOR,WAS,1,10:18,WAS,Bradley Beal,[WAS 2-0] Beal Running Pull-Up Jump Shot: Made (2 PTS) Assist: Caldwell-Pope (1 AST),2
2021-12-05,22100352,HOU,NOP,1,10:27,HOU,Daniel Theis,[HOU 3-0] Theis 3pt Shot: Made (3 PTS) Assist: Tate (1 AST),3
2021-12-06,22100353,CHA,PHI,1,11:36,CHA,Kelly Oubre Jr.,[CHA 2-0] Oubre Jr. Fadeaway Jump Shot: Made (2 PTS),2
2021-12-06,22100354,DET,OKC,1,11:43,DET,Jerami Grant,[DET 2-0] Grant Turnaround Jump Shot: Made (2 PTS) Assist: Hayes (1 AST),2
2021-12-06,22100355,IND,WAS,1,11:14,WAS,Kyle Kuzma,[WAS 3-0] Kuzma 3pt Shot: Made (3 PTS) Assist: Caldwell-Pope (1 AST),3
2021-12-06,22100356,MIA,MEM,1,11:28,MEM,Desmond Bane,[MEM 1-0] Bane Free Throw 1 of 2 (1 PTS),1
2021-12-06,22100357,CHI,DEN,1,11:30,DEN,Will Barton,[DEN 3-0] Barton 3pt Shot: Made (3 PTS) Assist: Morris (1 AST),3
2021-12-06,22100358,MIL,CLE,1,11:18,MIL,Grayson Allen,[MIL 3-0] Allen 3pt Shot: Made (3 PTS) Assist: Holiday (1 AST),3
2021-12-06,22100359,MIN,ATL,1,11:18,MIN,Karl-Anthony Towns,[MIN 2-0] Towns Hook Shot: Made (2 PTS),2
2021-12-06,22100360,PHX,SAS,1,11:42,PHX,Deandre Ayton,[PHX 2-0] Ayton Tip Layup Shot: Made (2 PTS),2
2021-12-06,22100361,GSW,ORL,1,11:42,ORL,Gary Harris,[ORL 3-0] Harris 3pt Shot: Made (3 PTS) Assist: Wagner (1 AST),3
2021-12-06,22100362,POR,LAC,1,11:57,POR,Jusuf Nurkic,[POR 2-0] Nurkic Driving Hook Shot: Made (2 PTS),2
2021-12-07,22100363,DAL,BKN,1,11:24,DAL,Luka Doncic,[DAL 2-0] Doncic Putback Layup Shot: Made (2 PTS),2
2021-12-07,22100364,SAS,NYK,1,11:24,SAS,Jakob Poeltl,[SAS 2-0] Poeltl Floating Jump shot: Made (2 PTS) Assist: White (1 AST),2
2021-12-07,22100365,LAL,BOS,1,11:00,BOS,Jayson Tatum,[BOS 2-0] Tatum Running Dunk Shot: Made (2 PTS) Assist: Smart (1 AST),2
2021-12-08,22100366,CHA,PHI,1,10:55,PHI,Joel Embiid,[PHI 2-0] Embiid Pullup Jump shot: Made (2 PTS) Assist: Curry (1 AST),2
2021-12-08,22100367,CLE,CHI,1,11:17,CLE,Jarrett Allen,[CLE 1-0] Allen Free Throw 1 of 2 (1 PTS),1
2021-12-08,22100368,DET,WAS,1,10:54,WAS,Bradley Beal,[WAS 2-0] Beal Step Back Jump shot: Made (2 PTS),2
2021-12-08,22100369,IND,NYK,1,11:40,NYK,RJ Barrett,[NYK 1-0] Barrett Free Throw 1 of 2 (1 PTS),1
2021-12-08,22100370,MIA,MIL,1,11:28,MIA,Dewayne Dedmon,[MIA 2-0] Dedmon Putback Layup Shot: Made (2 PTS),2
2021-12-08,22100371,TOR,OKC,1,11:19,TOR,Chris Boucher,[TOR 2-0] Boucher Alley Oop Dunk Shot: Made (2 PTS) Assist: Barnes (1 AST),2
2021-12-08,22100372,HOU,BKN,1,11:47,HOU,Eric Gordon,[HOU 2-0] Gordon Driving Layup Shot: Made (2 PTS),2
2021-12-08,22100373,MEM,DAL,1,11:09,MEM,Jaren Jackson Jr.,[MEM 2-0] Jackson Jr. Driving Floating Bank Jump Shot: Made (2 PTS) Assist: Jones (1 AST),2
2021-12-08,22100374,MIN,UTA,1,11:35,MIN,Jarred Vanderbilt,[MIN 2-0] Vanderbilt Running Layup Shot: Made (2 PTS) Assist: Prince (1 AST),2
2021-12-08,22100375,NOP,DEN,1,11:13,DEN,Will Barton,[DEN 2-0] Barton Turnaround Jump Shot: Made (2 PTS),2
2021-12-08,22100376,GSW,POR,1,10:54,GSW,Andrew Wiggins,[GSW 2-0] Wiggins Driving Floating Jump Shot: Made (2 PTS),2
2021-12-08,22100377,SAC,ORL,1,11:43,SAC,De'Aaron Fox,[SAC 2-0] Fox Pullup Jump shot: Made (2 PTS),2
2021-12-08,22100378,LAC,BOS,1,10:45,LAC,Terance Mann,[LAC 2-0] Mann Running Layup Shot: Made (2 PTS),2
2021-12-09,22100379,PHI,UTA,1,11:43,UTA,Mike Conley,[UTA 3-0] Conley 3pt Shot: Made (3 PTS),3
2021-12-09,22100380,MEM,LAL,1,11:19,MEM,Desmond Bane,[MEM 2-0] Bane Driving Layup Shot: Made (2 PTS) Assist: Jones (1 AST),2
2021-12-09,22100381,SAS,DEN,1,11:37,SAS,Dejounte Murray,[SAS 3-0] Murray 3pt Shot: Made (3 PTS) Assist: Bates-Diop (1 AST),3
2021-12-10,22100382,CHA,SAC,1,11:44,CHA,Cody Martin,[CHA 2-0] Martin Cutting Layup Shot: Made (2 PTS) Assist: Oubre Jr. (1 AST),2
2021-12-10,22100383,IND,DAL,1,11:16,DAL,Luka Doncic,[DAL 2-0] Doncic Driving Finger Roll Layup Shot: Made (2 PTS) Assist: Porzingis (1 AST),2
2021-12-10,22100384,ATL,BKN,1,11:47,ATL,Kevin Huerter,[ATL 3-0] Huerter 3pt Shot: Made (3 PTS) Assist: Young (1 AST),3
2021-12-10,22100385,TOR,NYK,1,11:23,NYK,RJ Barrett,[NYK 2-0] Barrett Turnaround Fadeaway shot: Made (2 PTS),2
2021-12-10,22100386,HOU,MIL,1,11:46,HOU,Armoni Brooks,[HOU 3-0] Brooks 3pt Shot: Made (3 PTS) Assist: Tate (1 AST),3
2021-12-10,22100387,MIN,CLE,1,11:42,CLE,Isaac Okoro,[CLE 2-0] Okoro Driving Layup Shot: Made (2 PTS) Assist: Mobley (1 AST),2
2021-12-10,22100388,NOP,DET,1,11:37,NOP,Josh Hart,[NOP 2-0] Hart Driving Layup Shot: Made (2 PTS) Assist: Valanciunas (1 AST),2
2021-12-10,22100389,OKC,LAL,1,11:37,OKC,Josh Giddey,[OKC 2-0] Giddey Running Layup Shot: Made (2 PTS) Assist: Bazley (1 AST),2
2021-12-10,22100390,PHX,BOS,1,11:21,PHX,Jae Crowder,[PHX 2-0] Crowder Driving Floating Bank Jump Shot: Made (2 PTS) Assist: Paul (1 AST),2
2021-12-11,22100391,LAC,ORL,1,11:17,LAC,Luke Kennard,[LAC 2-0] Kennard Step Back Jump shot: Made (2 PTS) Assist: Mann (1 AST),2
2021-12-11,22100392,WAS,UTA,1,11:55,UTA,Rudy Gobert,[UTA 2-0] Gobert Alley Oop Dunk Shot: Made (2 PTS) Assist: Mitchell (1 AST),2
2021-12-11,22100393,CLE,SAC,1,11:34,CLE,Lauri Markkanen,[CLE 2-0] Markkanen Turnaround Fadeaway shot: Made (2 PTS) Assist: Mobley (1 AST),2
2021-12-11,22100394,MIA,CHI,1,11:36,MIA,Dewayne Dedmon,[MIA 3-0] Dedmon 3pt Shot: Made (3 PTS) Assist: Lowry (1 AST),3
2021-12-11,22100395,MEM,HOU,1,11:39,HOU,Christian Wood,[HOU 1-0] Wood Free Throw 1 of 2 (1 PTS),1
2021-12-11,22100396,PHI,GSW,1,11:13,GSW,Kevon Looney,[GSW 2-0] Looney Tip Layup Shot: Made (2 PTS),2
2021-12-11,22100397,SAS,DEN,1,11:35,DEN,Aaron Gordon,[DEN 2-0] Gordon Layup Shot: Made (2 PTS),2
2021-12-12,22100398,NYK,MIL,1,10:46,MIL,Giannis Antetokounmpo,[MIL 2-0] Antetokounmpo Alley Oop Dunk Shot: Made (2 PTS) Assist: Holiday (1 AST),2
2021-12-12,22100399,DET,BKN,1,11:30,BKN,LaMarcus Aldridge,[BKN 2-0] Aldridge Jump Shot: Made (2 PTS) Assist: Durant (1 AST),2
2021-12-12,22100400,OKC,DAL,1,11:33,DAL,Reggie Bullock,[DAL 3-0] Bullock 3pt Shot: Made (3 PTS) Assist: Finney-Smith (1 AST),3
2021-12-12,22100401,SAS,NOP,1,11:34,SAS,Dejounte Murray,[SAS 2-0] Murray Pullup Jump shot: Made (2 PTS),2
2021-12-12,22100402,POR,MIN,1,11:21,MIN,Patrick Beverley,[MIN 1-0] Beverley Free Throw 1 of 2 (1 PTS),1
2021-12-12,22100403,LAL,ORL,1,11:33,LAL,LeBron James,[LAL 2-0] James Running Layup Shot: Made (2 PTS),2
2021-12-13,22100404,CLE,MIA,1,11:44,CLE,Darius Garland,[CLE 1-0] Garland Free Throw 1 of 1 (1 PTS),1
2021-12-13,22100405,IND,GSW,1,11:25,IND,Domantas Sabonis,[IND 2-0] Sabonis Cutting Layup Shot: Made (2 PTS) Assist: Brogdon (1 AST),2
2021-12-13,22100406,TOR,SAC,1,11:03,TOR,Pascal Siakam,[TOR 2-0] Siakam Running Layup Shot: Made (2 PTS),2
2021-12-13,22100407,ATL,HOU,1,11:27,HOU,Eric Gordon,[HOU 1-0] Gordon Free Throw 2 of 2 (1 PTS),1
2021-12-13,22100408,BOS,MIL,1,11:46,BOS,Jaylen Brown,[BOS 3-0] Brown 3pt Shot: Made (3 PTS) Assist: Smart (1 AST),3
2021-12-13,22100409,MEM,PHI,1,11:42,PHI,Furkan Korkmaz,[PHI 2-0] Korkmaz Driving Floating Jump Shot: Made (2 PTS) Assist: Maxey (1 AST),2
2021-12-13,22100410,DAL,CHA,1,10:09,DAL,Kristaps Porzingis,[DAL 2-0] Porzingis Running Alley Oop Dunk Shot: Made (2 PTS) Assist: Brunson (1 AST),2
2021-12-13,22100411,DEN,WAS,1,11:04,DEN,Aaron Gordon,[DEN 2-0] Gordon Cutting Dunk Shot: Made (2 PTS) Assist: Jokic (1 AST),2
2021-12-13,22100412,LAC,PHX,1,09:36,PHX,Jae Crowder,[PHX 2-0] Crowder Jump Shot: Made (2 PTS) Assist: Paul (1 AST),2
2021-12-14,22100413,BKN,TOR,1,11:25,TOR,Fred VanVleet,[TOR 3-0] VanVleet 3pt Shot: Made (3 PTS) Assist: Siakam (1 AST),3
2021-12-14,22100414,NYK,GSW,1,11:37,NYK,Nerlens Noel,[NYK 2-0] Noel Jump Shot: Made (2 PTS) Assist: Randle (1 AST),2
2022-01-11,22100415,CHI,DET,1,11:39,CHI,Nikola Vucevic,[CHI 2-0] Vucevic Turnaround Jump Shot: Made (2 PTS) Assist: LaVine (1 AST),2
2021-12-14,22100416,POR,PHX,1,11:26,PHX,Jae Crowder,[PHX 2-0] Crowder Pullup Jump shot: Made (2 PTS) Assist: Paul (1 AST),2
2021-12-15,22100417,CLE,HOU,1,10:48,CLE,Isaac Okoro,[CLE 2-0] Okoro Alley Oop Dunk Shot: Made (2 PTS) Assist: Allen (1 AST),2
2021-12-15,22100418,ORL,ATL,1,11:16,ATL,Timothe Luwawu-Cabarrot,[ATL 2-0] Luwawu-Cabarrot Pullup Jump shot: Made (2 PTS),2
2021-12-15,22100419,PHI,MIA,1,11:15,PHI,Joel Embiid,[PHI 2-0] Embiid Putback Layup Shot: Made (2 PTS),2
2021-12-15,22100420,DAL,LAL,1,11:40,DAL,Dwight Powell,[DAL 2-0] Powell Alley Oop Dunk Shot: Made (2 PTS) Assist: Bullock (1 AST),2
2021-12-15,22100421,MIL,IND,1,11:43,MIL,Jrue Holiday,[MIL 3-0] Holiday 3pt Shot: Made (3 PTS),3
2021-12-15,22100422,OKC,NOP,1,11:10,OKC,Aaron Wiggins,[OKC 2-0] Wiggins Cutting Layup Shot: Made (2 PTS) Assist: Favors (1 AST),2
2021-12-15,22100423,SAS,CHA,1,11:23,CHA,Cody Martin,[CHA 3-0] Martin 3pt Shot: Made (3 PTS) Assist: Bridges (1 AST),3
2021-12-15,22100424,DEN,MIN,1,11:43,MIN,Patrick Beverley,[MIN 3-0] Beverley 3pt Shot: Made (3 PTS) Assist: Towns (1 AST),3
2021-12-15,22100425,UTA,LAC,1,11:44,UTA,Donovan Mitchell,[UTA 2-0] Mitchell Turnaround Jump Shot: Made (2 PTS) Assist: Gobert (1 AST),2
2021-12-15,22100426,POR,MEM,1,11:46,POR,Jusuf Nurkic,[POR 2-0] Nurkic Jump Shot: Made (2 PTS) Assist: Powell (1 AST),2
2021-12-15,22100427,SAC,WAS,1,11:07,WAS,Kentavious Caldwell-Pope,[WAS 2-0] Caldwell-Pope Pullup Jump shot: Made (2 PTS),2
2021-12-16,22100428,IND,DET,1,11:35,IND,Domantas Sabonis,[IND 1-0] Sabonis Free Throw 1 of 2 (1 PTS),1
2021-12-16,22100429,BKN,PHI,1,11:45,BKN,Kevin Durant,[BKN 2-0] Durant Turnaround Jump Shot: Made (2 PTS) Assist: Mills (1 AST),2
2022-02-03,22100430,TOR,CHI,1,11:39,TOR,Scottie Barnes,[TOR 2-0] Barnes Floating Jump shot: Made (2 PTS) Assist: Anunoby (1 AST),2
2021-12-16,22100431,HOU,NYK,1,10:31,NYK,Julius Randle,[NYK 3-0] Randle 3pt Shot: Made (3 PTS) Assist: Fournier (1 AST),3
2021-12-16,22100432,PHX,WAS,1,10:27,WAS,Aaron Holiday,[WAS 3-0] Holiday 3pt Shot: Made (3 PTS) Assist: Beal (1 AST),3
2021-12-17,22100433,ORL,MIA,1,11:41,ORL,Gary Harris,[ORL 2-0] Harris Driving Layup Shot: Made (2 PTS) Assist: Lopez (1 AST),2
2021-12-17,22100434,ATL,DEN,1,11:48,DEN,Nikola Jokic,[DEN 3-0] Jokic 3pt Shot: Made (3 PTS) Assist: Barton (1 AST),3
2021-12-17,22100435,BOS,GSW,1,11:33,GSW,Andrew Wiggins,[GSW 2-0] Wiggins Tip Layup Shot: Made (2 PTS),2
2021-12-17,22100436,MIN,LAL,1,10:58,LAL,Anthony Davis,[LAL 2-0] Davis Alley Oop Layup shot: Made (2 PTS) Assist: Bazemore (1 AST),2
2021-12-17,22100437,UTA,SAS,1,11:40,SAS,Doug McDermott,[SAS 2-0] McDermott Pullup Jump shot: Made (2 PTS) Assist: Johnson (1 AST),2
2021-12-17,22100438,NOP,MIL,1,11:19,NOP,Herbert Jones,[NOP 2-0] Jones Cutting Dunk Shot: Made (2 PTS) Assist: Ingram (1 AST),2
2021-12-17,22100439,POR,CHA,1,11:36,POR,Jusuf Nurkic,[POR 2-0] Nurkic Driving Layup Shot: Made (2 PTS),2
2021-12-17,22100440,SAC,MEM,1,11:17,MEM,Desmond Bane,[MEM 3-0] Bane 3pt Shot: Made (3 PTS),3
2021-12-18,22100441,DET,HOU,1,11:36,HOU,Eric Gordon,[HOU 2-0] Gordon Driving Layup Shot: Made (2 PTS),2
2021-12-18,22100442,BKN,ORL,1,11:19,BKN,Cam Thomas,[BKN 2-0] Thomas Pullup Jump shot: Made (2 PTS),2
2021-12-18,22100443,TOR,GSW,1,11:03,TOR,Chris Boucher,[TOR 3-0] Boucher 3pt Shot: Made (3 PTS) Assist: VanVleet (1 AST),3
2021-12-18,22100444,OKC,LAC,1,11:28,LAC,Luke Kennard,[LAC 3-0] Kennard 3pt Shot: Made (3 PTS) Assist: Mann (1 AST),3
2021-12-18,22100445,BOS,NYK,1,11:40,BOS,Jayson Tatum,[BOS 3-0] Tatum 3pt Shot: Made (3 PTS) Assist: Smart (1 AST),3
2021-12-18,22100446,MIL,CLE,1,11:34,MIL,George Hill,[MIL 2-0] G Hill Running Dunk Shot: Made (2 PTS),2
2021-12-18,22100447,UTA,WAS,1,11:48,UTA,Donovan Mitchell,[UTA 3-0] Mitchell 3pt Shot: Made (3 PTS) Assist: O'Neale (1 AST),3
2021-12-19,22100448,CHI,LAL,1,11:44,LAL,DeAndre Jordan,[LAL 2-0] Jordan Alley Oop Dunk Shot: Made (2 PTS) Assist: Westbrook (1 AST),2
2021-12-19,22100449,DET,MIA,1,11:39,DET,Hamidou Diallo,[DET 2-0] Diallo Pullup Jump shot: Made (2 PTS),2
2021-12-19,22100450,MEM,POR,1,11:44,MEM,Dillon Brooks,[MEM 2-0] Brooks Jump Shot: Made (2 PTS) Assist: Jackson Jr. (1 AST),2
2021-12-19,22100451,SAC,SAS,1,11:43,SAS,Devin Vassell,[SAS 2-0] Vassell Pullup Jump shot: Made (2 PTS) Assist: Murray (1 AST),2
2022-01-26,22100453,BKN,DEN,1,11:40,BKN,LaMarcus Aldridge,[BKN 2-0] Aldridge Jump Shot: Made (2 PTS) Assist: Bembry (1 AST),2
2022-01-25,22100454,PHI,NOP,1,11:33,PHI,Joel Embiid,[PHI 2-0] Embiid Pullup Jump shot: Made (2 PTS),2
2021-12-19,22100455,MIN,DAL,1,11:24,DAL,Dorian Finney-Smith,[DAL 2-0] Finney-Smith Cutting Dunk Shot: Made (2 PTS) Assist: Brunson (1 AST),2
2021-12-19,22100456,PHX,CHA,1,11:46,PHX,Jae Crowder,[PHX 3-0] Crowder 3pt Shot: Made (3 PTS) Assist: Bridges (1 AST),3
2021-12-20,22100457,BOS,PHI,1,11:45,PHI,Tobias Harris,[PHI 3-0] Harris 3pt Shot: Made (3 PTS) Assist: Green (1 AST),3
2021-12-20,22100459,CHI,HOU,1,11:55,CHI,Javonte Green,[CHI 2-0] Green Driving Dunk Shot: Made (2 PTS),2
2021-12-20,22100460,MEM,OKC,1,11:10,MEM,Dillon Brooks,[MEM 2-0] Brooks Driving Finger Roll Layup Shot: Made (2 PTS),2
2021-12-20,22100461,UTA,CHA,1,11:31,CHA,Miles Bridges,[CHA 1-0] Bridges Free Throw 1 of 2 (1 PTS),1
2021-12-20,22100462,GSW,SAC,1,11:23,GSW,Draymond Green,[GSW 1-0] Green Free Throw 2 of 2 (1 PTS),1
2021-12-20,22100463,LAC,SAS,1,11:13,LAC,Paul George,[LAC 2-0] George Driving Layup Shot: Made (2 PTS),2
2022-02-17,22100464,BKN,WAS,1,10:53,WAS,Thomas Bryant,[WAS 2-0] Bryant Pullup Jump shot: Made (2 PTS),2
2021-12-21,22100465,MIA,IND,1,11:38,IND,Myles Turner,[IND 2-0] Turner Driving Layup Shot: Made (2 PTS),2
2021-12-21,22100466,NYK,DET,1,11:39,DET,Isaiah Stewart,[DET 1-0] Stewart Free Throw 2 of 2 (1 PTS),1
2021-12-21,22100467,NOP,POR,1,11:40,POR,Jusuf Nurkic,[POR 1-0] Nurkic Free Throw 1 of 2 (1 PTS),1
2021-12-21,22100468,DAL,MIN,1,11:12,MIN,Karl-Anthony Towns,[MIN 2-0] Towns Driving Dunk Shot: Made (2 PTS) Assist: Russell (1 AST),2
2021-12-21,22100469,LAL,PHX,1,11:35,LAL,Russell Westbrook,[LAL 2-0] Westbrook Driving Layup Shot: Made (2 PTS),2
2021-12-22,22100470,ATL,ORL,1,11:39,ATL,John Collins,[ATL 2-0] Collins Turnaround Hook Shot: Made (2 PTS) Assist: Wright (1 AST),2
2021-12-22,22100471,BOS,CLE,1,11:29,BOS,Jaylen Brown,[BOS 3-0] Brown 3pt Shot: Made (3 PTS) Assist: Smart (1 AST),3
2022-01-26,22100472,CHI,TOR,1,11:42,CHI,DeMar DeRozan,[CHI 2-0] DeRozan Pullup Jump shot: Made (2 PTS) Assist: Vucevic (1 AST),2
2021-12-22,22100473,MIL,HOU,1,11:35,MIL,Jrue Holiday,[MIL 2-0] Holiday Driving Floating Jump Shot: Made (2 PTS),2
2021-12-22,22100474,OKC,DEN,1,11:51,OKC,Luguentz Dort,[OKC 3-0] Dort 3pt Shot: Made (3 PTS) Assist: Gilgeous-Alexander (1 AST),3
2021-12-22,22100475,SAC,LAC,1,11:31,LAC,Ivica Zubac,[LAC 2-0] Zubac Cutting Dunk Shot: Made (2 PTS) Assist: Mann (1 AST),2
2021-12-23,22100476,IND,HOU,1,11:19,IND,Myles Turner,[IND 2-0] Turner Driving Finger Roll Layup Shot: Made (2 PTS) Assist: LeVert (1 AST),2
2021-12-23,22100477,ORL,NOP,1,11:43,ORL,Wendell Carter Jr.,[ORL 2-0] Carter Jr. Turnaround Fadeaway shot: Made (2 PTS),2
2021-12-23,22100478,PHI,ATL,1,11:04,ATL,Cam Reddish,[ATL 2-0] Reddish Pullup Jump shot: Made (2 PTS),2
2021-12-23,22100479,MIA,DET,1,10:44,DET,Frank Jackson,[DET 3-0] Jackson 3pt Shot: Made (3 PTS) Assist: Bey (1 AST),3
2021-12-23,22100480,NYK,WAS,1,11:42,NYK,Alec Burks,[NYK 3-0] Burks 3pt Shot: Made (3 PTS) Assist: Walker (1 AST),3
2021-12-23,22100481,DAL,MIL,1,11:44,MIL,Pat Connaughton,[MIL 2-0] Connaughton Driving Floating Jump Shot: Made (2 PTS) Assist: Middleton (1 AST),2
