game_date,game_id,team_home,team_away,period,clock,slug_team,player1,description,shot_pts
2022-01-17,22100656,WAS,PHI,1,11:44,PHI,Seth Curry,[PHI 2-0] Curry Pullup Jump shot: Made (2 PTS),2
2022-01-17,22100657,CLE,BKN,1,11:26,CLE,Darius Garland,[CLE 2-0] Garland Pullup Jump shot: Made (2 PTS),2
2022-01-17,22100658,MEM,CHI,1,10:48,CHI,Coby White,[CHI 3-0] White 3pt Shot: Made (3 PTS) Assist: Dosunmu (1 AST),3
2022-01-17,22100659,LAC,IND,1,11:13,LAC,Marcus Morris Sr.,[LAC 2-0] Marc Morris Sr. Turnaround Jump Shot: Made (2 PTS) Assist: Coffey (1 AST),2
2022-01-17,22100660,ATL,MIL,1,11:01,MIL,Bobby Portis,[MIL 2-0] Portis Floating Jump shot: Made (2 PTS),2
2022-01-17,22100661,ORL,POR,1,11:41,ORL,Robin Lopez,[ORL 2-0] Lopez Turnaround Hook Shot: Made (2 PTS),2
2022-01-17,22100662,MIA,TOR,1,10:37,MIA,Jimmy Butler,[MIA 2-0] Butler Putback Layup Shot: Made (2 PTS),2
2022-01-17,22100663,DAL,OKC,1,11:46,DAL,Kristaps Porzingis,[DAL 2-0] Porzingis Jump Shot: Made (2 PTS) Assist: Doncic (1 AST),2
2022-01-17,22100664,SAS,PHX,1,11:36,PHX,Devin Booker,[PHX 2-0] Booker Pullup Jump shot: Made (2 PTS) Assist: Paul (1 AST),2
2022-01-17,22100665,LAL,UTA,1,11:07,LAL,Avery Bradley,[LAL 3-0] Bradley 3pt Shot: Made (3 PTS) Assist: James (1 AST),3
2022-01-18,22100666,NYK,MIN,1,11:38,MIN,D'Angelo Russell,[MIN 3-0] Russell 3pt Shot: Made (3 PTS),3
2022-01-18,22100667,GSW,DET,1,10:46,DET,Isaiah Stewart,[DET 2-0] Stewart Running Layup Shot: Made (2 PTS) Assist: Cunningham (1 AST),2
2022-01-19,22100668,PHI,ORL,1,11:11,ORL,Mo Bamba,[ORL 2-0] Bamba Tip Layup Shot: Made (2 PTS),2
2022-01-19,22100669,WAS,BKN,1,11:21,BKN,Day'Ron Sharpe,[BKN 2-0] Sharpe Alley Oop Dunk Shot: Made (2 PTS) Assist: Irving (1 AST),2
2022-01-19,22100670,ATL,MIN,1,11:46,MIN,Anthony Edwards,[MIN 2-0] Edwards Pullup Jump shot: Made (2 PTS) Assist: Towns (1 AST),2
2022-01-19,22100671,BOS,CHA,1,10:47,BOS,Jaylen Brown,[BOS 2-0] Brown Jump Shot: Made (2 PTS) Assist: Schroder (1 AST),2
2022-01-19,22100672,MIA,POR,1,11:36,POR,Anfernee Simons,[POR 3-0] Simons 3pt Shot: Made (3 PTS),3
2022-01-19,22100673,CHI,CLE,1,11:17,CLE,Lauri Markkanen,[CLE 2-0] Markkanen Cutting Dunk Shot: Made (2 PTS) Assist: Allen (1 AST),2
2022-01-19,22100674,MIL,MEM,1,11:21,MIL,George Hill,[MIL 2-0] G Hill Cutting Layup Shot: Made (2 PTS) Assist: Antetokounmpo (1 AST),2
2022-01-19,22100675,DAL,TOR,1,11:35,DAL,Kristaps Porzingis,[DAL 2-0] Porzingis Turnaround Fadeaway shot: Made (2 PTS),2
2022-01-19,22100676,SAS,OKC,1,11:46,SAS,Jakob Poeltl,[SAS 2-0] Poeltl Cutting Finger Roll Layup Shot: Made (2 PTS) Assist: White (1 AST),2
2022-01-19,22100677,UTA,HOU,1,11:32,UTA,Rudy Gobert,[UTA 2-0] Gobert Layup Shot: Made (2 PTS),2
2022-01-19,22100678,DEN,LAC,1,11:42,DEN,Nikola Jokic,[DEN 2-0] Jokic Hook Shot: Made (2 PTS),2
2022-01-19,22100679,SAC,DET,1,11:02,SAC,Richaun Holmes,[SAC 1-0] Holmes Free Throw 1 of 2 (1 PTS),1
2022-01-19,22100680,LAL,IND,1,11:15,LAL,LeBron James,[LAL 2-0] James Reverse Layup Shot: Made (2 PTS) Assist: Howard (1 AST),2
2022-01-20,22100681,NYK,NOP,1,11:44,NOP,Brandon Ingram,[NOP 2-0] Ingram Pullup Jump shot: Made (2 PTS) Assist: Valanciunas (1 AST),2
2022-01-20,22100682,DAL,PHX,1,11:28,PHX,Devin Booker,[PHX 3-0] Booker 3pt Shot: Made (3 PTS) Assist: Paul (1 AST),3
2022-01-20,22100683,GSW,IND,1,11:34,GSW,Klay Thompson,[GSW 2-0] Thompson Cutting Layup Shot: Made (2 PTS) Assist: Curry (1 AST),2
2022-01-21,22100684,CHA,OKC,1,11:29,OKC,Josh Giddey,[OKC 2-0] Giddey Cutting Layup Shot: Made (2 PTS) Assist: Gilgeous-Alexander (1 AST),2
2022-01-21,22100685,ORL,LAL,1,11:33,LAL,Dwight Howard,[LAL 1-0] Howard Free Throw 1 of 2 (1 PTS),1
2022-01-21,22100686,PHI,LAC,1,11:19,LAC,Marcus Morris Sr.,[LAC 2-0] Marc Morris Sr. Driving Floating Jump Shot: Made (2 PTS),2
2022-01-21,22100687,ATL,MIA,1,11:46,MIA,Duncan Robinson,[MIA 3-0] Robinson 3pt Shot: Made (3 PTS) Assist: Adebayo (1 AST),3
2022-01-21,22100688,BOS,POR,1,11:01,POR,Jusuf Nurkic,[POR 1-0] Nurkic Free Throw 2 of 2 (1 PTS),1
2022-01-21,22100689,WAS,TOR,1,11:29,WAS,Kentavious Caldwell-Pope,[WAS 3-0] Caldwell-Pope 3pt Shot: Made (3 PTS) Assist: Beal (1 AST),3
2022-01-21,22100690,MIL,CHI,1,11:03,MIL,Bobby Portis,[MIL 3-0] Portis 3pt Shot: Made (3 PTS) Assist: Middleton (1 AST),3
2022-01-21,22100691,SAS,BKN,1,11:00,BKN,James Harden,[BKN 2-0] Harden Running Layup Shot: Made (2 PTS),2
2022-01-21,22100692,DEN,MEM,1,11:35,MEM,John Konchar,[MEM 3-0] Konchar 3pt Shot: Made (3 PTS) Assist: Jackson Jr. (1 AST),3
2022-01-21,22100693,UTA,DET,1,11:43,UTA,Bojan Bogdanovic,[UTA 2-0] Bogdanovic Driving Floating Bank Jump Shot: Made (2 PTS) Assist: Ingles (1 AST),2
2022-01-21,22100694,GSW,HOU,1,11:43,HOU,Christian Wood,[HOU 3-0] Wood 3pt Shot: Made (3 PTS) Assist: Porter Jr. (1 AST),3
2022-01-22,22100695,CLE,OKC,1,11:34,CLE,Evan Mobley,[CLE 2-0] Mobley Driving Floating Jump Shot: Made (2 PTS) Assist: Garland (1 AST),2
2022-01-22,22100696,MIL,SAC,1,11:40,SAC,Terence Davis,[SAC 3-0] Davis 3pt Shot: Made (3 PTS) Assist: Barnes (1 AST),3
2022-01-22,22100697,PHX,IND,1,11:46,PHX,JaVale McGee,[PHX 2-0] McGee Layup Shot: Made (2 PTS) Assist: Paul (1 AST),2
2022-01-23,22100698,NYK,LAC,1,11:17,NYK,Julius Randle,[NYK 3-0] Randle 3pt Shot: Made (3 PTS),3
2022-01-23,22100699,WAS,BOS,1,11:21,BOS,Robert Williams III,[BOS 2-0] Williams III Alley Oop Dunk Shot: Made (2 PTS) Assist: Tatum (1 AST),2
2022-01-23,22100700,MIA,LAL,1,11:13,MIA,Bam Adebayo,[MIA 2-0] Adebayo Alley Oop Dunk Shot: Made (2 PTS) Assist: Vincent (1 AST),2
2022-01-23,22100701,ORL,CHI,1,11:41,ORL,Cole Anthony,[ORL 2-0] Anthony Driving Layup Shot: Made (2 PTS),2
2022-01-23,22100702,TOR,POR,1,11:26,POR,Nassir Little,[POR 2-0] Little Running Dunk Shot: Made (2 PTS) Assist: McCollum (1 AST),2
2022-01-23,22100703,CHA,ATL,1,11:41,CHA,Miles Bridges,[CHA 2-0] Bridges Step Back Jump shot: Made (2 PTS) Assist: Rozier (1 AST),2
2022-01-23,22100704,SAS,PHI,1,11:32,PHI,Furkan Korkmaz,[PHI 2-0] Korkmaz Driving Layup Shot: Made (2 PTS),2
2022-01-23,22100705,DAL,MEM,1,10:35,DAL,Luka Doncic,[DAL 2-0] Doncic Cutting Finger Roll Layup Shot: Made (2 PTS) Assist: Porzingis (1 AST),2
2022-01-23,22100706,MIN,BKN,1,11:18,MIN,D'Angelo Russell,[MIN 2-0] Russell Driving Floating Jump Shot: Made (2 PTS),2
2022-01-23,22100707,DEN,DET,1,11:48,DET,Isaiah Stewart,[DET 2-0] Stewart Reverse Layup Shot: Made (2 PTS) Assist: Cunningham (1 AST),2
2022-01-23,22100708,GSW,UTA,1,11:26,UTA,Bojan Bogdanovic,[UTA 2-0] Bogdanovic Pullup Jump shot: Made (2 PTS) Assist: Ingles (1 AST),2
2022-01-24,22100709,CLE,NYK,1,11:07,CLE,Evan Mobley,[CLE 2-0] Mobley Cutting Dunk Shot: Made (2 PTS) Assist: Garland (1 AST),2
2022-01-10,22100711,HOU,PHI,1,11:13,HOU,Daniel Theis,[HOU 3-0] Theis 3pt Shot: Made (3 PTS) Assist: Porter Jr. (1 AST),3
2022-01-24,22100712,NOP,IND,1,11:42,NOP,Josh Hart,[NOP 2-0] Hart Driving Layup Shot: Made (2 PTS) Assist: Valanciunas (1 AST),2
2022-01-24,22100713,PHX,UTA,1,11:47,PHX,Mikal Bridges,[PHX 2-0] Bridges Cutting Layup Shot: Made (2 PTS) Assist: Paul (1 AST),2
2022-01-25,22100714,DET,DEN,1,11:44,DET,Saddiq Bey,[DET 3-0] Bey 3pt Shot: Made (3 PTS) Assist: Cunningham (1 AST),3
2022-01-25,22100715,TOR,CHA,1,11:45,CHA,Miles Bridges,[CHA 1-0] Bridges Free Throw 1 of 2 (1 PTS),1
2022-01-25,22100716,WAS,LAC,1,11:38,WAS,Kyle Kuzma,[WAS 2-0] Kuzma Turnaround Fadeaway shot: Made (2 PTS) Assist: Dinwiddie (1 AST),2
2022-01-25,22100717,BOS,SAC,1,11:22,BOS,Jayson Tatum,[BOS 3-0] Tatum 3pt Shot: Made (3 PTS) Assist: Smart (1 AST),3
2022-01-25,22100718,BKN,LAL,1,11:42,LAL,Anthony Davis,[LAL 2-0] Davis Alley Oop Dunk Shot: Made (2 PTS) Assist: James (1 AST),2
2022-01-25,22100719,HOU,SAS,1,11:41,SAS,Dejounte Murray,[SAS 2-0] Murray Driving Layup Shot: Made (2 PTS) Assist: White (1 AST),2
2022-01-25,22100720,GSW,DAL,1,10:14,DAL,Kristaps Porzingis,[DAL 3-0] Porzingis 3pt Shot: Made (3 PTS) Assist: Doncic (1 AST),3
2022-01-25,22100721,POR,MIN,1,11:17,POR,Jusuf Nurkic,[POR 2-0] Nurkic Putback Layup Shot: Made (2 PTS),2
2022-01-26,22100722,CLE,MIL,1,10:38,MIL,Pat Connaughton,[MIL 3-0] Connaughton 3pt Shot: Made (3 PTS) Assist: Portis (1 AST),3
2022-01-26,22100723,IND,CHA,1,11:38,IND,Justin Holiday,[IND 1-0] Holiday Free Throw 1 of 2 (1 PTS),1
2022-01-26,22100724,ORL,LAC,1,11:35,ORL,Wendell Carter Jr.,[ORL 1-0] Carter Jr. Free Throw 1 of 2 (1 PTS),1
2022-01-26,22100725,ATL,SAC,1,11:20,ATL,Clint Capela,[ATL 2-0] Capela Running Layup Shot: Made (2 PTS) Assist: Young (1 AST),2
2022-01-26,22100727,MIA,NYK,1,10:37,MIA,Duncan Robinson,[MIA 3-0] Robinson 3pt Shot: Made (3 PTS) Assist: Adebayo (1 AST),3
2022-01-26,22100728,SAS,MEM,1,11:42,SAS,Doug McDermott,[SAS 2-0] McDermott Pullup Jump shot: Made (2 PTS) Assist: Poeltl (1 AST),2
2022-01-28,22100729,NOP,DEN,1,11:19,NOP,Devonte' Graham,[NOP 2-0] Graham Pullup Jump shot: Made (2 PTS) Assist: Hart (1 AST),2
2022-01-24,22100730,OKC,CHI,1,11:37,OKC,Jeremiah Robinson-Earl,[OKC 3-0] Robinson-Earl 3pt Shot: Made (3 PTS) Assist: Giddey (1 AST),3
2022-01-26,22100731,UTA,PHX,1,11:48,UTA,Royce O'Neale,[UTA 2-0] O'Neale Cutting Layup Shot: Made (2 PTS) Assist: Conley (1 AST),2
2022-01-26,22100732,POR,DAL,1,11:31,DAL,Kristaps Porzingis,[DAL 2-0] Porzingis Reverse Dunk Shot: Made (2 PTS) Assist: Brunson (1 AST),2
2022-01-27,22100733,PHI,LAL,1,11:18,LAL,Stanley Johnson,[LAL 2-0] Johnson Pullup Jump shot: Made (2 PTS),2
2022-01-27,22100734,GSW,MIN,1,11:49,MIN,Karl-Anthony Towns,[MIN 2-0] Towns Jump Shot: Made (2 PTS) Assist: Russell (1 AST),2
2022-01-28,22100735,CHA,LAL,1,11:28,CHA,LaMelo Ball,[CHA 2-0] Ball Driving Floating Jump Shot: Made (2 PTS),2
2022-01-28,22100736,ORL,DET,1,11:16,ORL,Franz Wagner,[ORL 2-0] Wagner Running Layup Shot: Made (2 PTS) Assist: Suggs (1 AST),2
2022-01-28,22100737,ATL,BOS,1,10:58,BOS,Marcus Smart,[BOS 2-0] Smart Running Layup Shot: Made (2 PTS),2
2022-01-28,22100738,MIA,LAC,1,10:54,LAC,Nicolas Batum,[LAC 2-0] Batum Jump Shot: Made (2 PTS) Assist: Zubac (1 AST),2
2022-01-28,22100739,HOU,POR,1,11:38,POR,Jusuf Nurkic,[POR 2-0] Nurkic Hook Bank Shot: Made (2 PTS),2
2022-01-28,22100740,MEM,UTA,1,11:32,MEM,Ja Morant,[MEM 2-0] Morant Tip Dunk Shot: Made (2 PTS),2
2022-01-28,22100741,OKC,IND,1,11:39,IND,Domantas Sabonis,[IND 2-0] Sabonis Turnaround Hook Shot: Made (2 PTS),2
2022-01-28,22100742,SAS,CHI,1,11:37,SAS,Jakob Poeltl,[SAS 2-0] Poeltl Hook Shot: Made (2 PTS),2
2022-01-28,22100743,PHX,MIN,1,11:47,PHX,Mikal Bridges,[PHX 1-0] Bridges Free Throw 1 of 2 (1 PTS),1
2022-01-28,22100744,MIL,NYK,1,11:37,MIL,Bobby Portis,[MIL 2-0] Portis Running Jump Shot: Made (2 PTS) Assist: Middleton (1 AST),2
2022-01-29,22100745,NOP,BOS,1,11:26,NOP,Willy Hernangomez,[NOP 1-0] Hernangomez Free Throw 1 of 2 (1 PTS),1
2022-01-29,22100746,DAL,IND,1,11:41,DAL,Kristaps Porzingis,[DAL 2-0] Porzingis Driving Dunk Shot: Made (2 PTS) Assist: Doncic (1 AST),2
2022-01-29,22100747,PHI,SAC,1,11:39,SAC,Davion Mitchell,[SAC 3-0] Mitchell 3pt Shot: Made (3 PTS) Assist: Barnes (1 AST),3
2022-01-29,22100748,MIA,TOR,1,10:52,TOR,Pascal Siakam,[TOR 2-0] Siakam Driving Hook Shot: Made (2 PTS),2
2022-01-29,22100749,MEM,WAS,1,10:47,MEM,Ja Morant,[MEM 3-0] Morant 3pt Shot: Made (3 PTS),3
2022-01-29,22100750,GSW,BKN,1,11:47,BKN,Kessler Edwards,[BKN 3-0] Edwards 3pt Shot: Made (3 PTS) Assist: Irving (1 AST),3
2022-01-30,22100751,ATL,LAL,1,11:17,ATL,John Collins,[ATL 2-0] Collins Alley Oop Layup shot: Made (2 PTS) Assist: Capela (1 AST),2
2022-01-30,22100752,CHA,LAC,1,11:05,LAC,Ivica Zubac,[LAC 2-0] Zubac Hook Shot: Made (2 PTS) Assist: Jackson (1 AST),2
2022-01-30,22100753,CHI,POR,1,11:40,POR,Jusuf Nurkic,[POR 2-0] Nurkic Driving Layup Shot: Made (2 PTS),2
2022-01-30,22100754,DET,CLE,1,11:36,CLE,Isaac Okoro,[CLE 2-0] Okoro Cutting Layup Shot: Made (2 PTS) Assist: Allen (1 AST),2
2022-01-30,22100755,ORL,DAL,1,11:34,ORL,Cole Anthony,[ORL 2-0] Anthony Driving Finger Roll Layup Shot: Made (2 PTS),2
2022-01-30,22100756,MIL,DEN,1,11:42,MIL,Bobby Portis,[MIL 2-0] Portis Floating Jump shot: Made (2 PTS) Assist: Middleton (1 AST),2
2022-01-30,22100757,MIN,UTA,1,10:32,UTA,Mike Conley,[UTA 2-0] Conley Pullup Jump shot: Made (2 PTS),2
2022-01-30,22100758,PHX,SAS,1,11:03,PHX,Bismack Biyombo,[PHX 2-0] Biyombo Turnaround Hook Shot: Made (2 PTS),2
2022-01-31,22100759,CLE,NOP,1,11:39,NOP,Jaxson Hayes,[NOP 2-0] Hayes Driving Hook Shot: Made (2 PTS) Assist: Graham (1 AST),2
2022-01-31,22100760,IND,LAC,1,11:46,IND,Justin Holiday,[IND 3-0] Holiday 3pt Shot: Made (3 PTS) Assist: LeVert (1 AST),3
2022-01-31,22100761,PHI,MEM,1,11:06,PHI,Andre Drummond,[PHI 2-0] Drummond Tip Layup Shot: Made (2 PTS),2
2022-01-31,22100762,BOS,MIA,1,10:42,BOS,Robert Williams III,[BOS 2-0] Williams III Cutting Dunk Shot: Made (2 PTS) Assist: Smart (1 AST),2
2022-01-31,22100763,NYK,SAC,1,11:42,SAC,Davion Mitchell,[SAC 3-0] Mitchell 3pt Shot: Made (3 PTS) Assist: Barnes (1 AST),3
2022-01-31,22100764,HOU,GSW,1,11:21,GSW,Moses Moody,[GSW 3-0] Moody 3pt Shot: Made (3 PTS) Assist: Thompson (1 AST),3
2022-01-31,22100765,OKC,POR,1,11:31,POR,CJ McCollum,[POR 3-0] McCollum 3pt Shot: Made (3 PTS),3
2022-02-01,22100766,DET,NOP,1,11:47,DET,Jerami Grant,[DET 2-0] Grant Jump Shot: Made (2 PTS) Assist: Stewart (1 AST),2
2022-01-31,22100767,ATL,TOR,1,11:00,TOR,Gary Trent Jr.,[TOR 3-0] Trent Jr. 3pt Shot: Made (3 PTS) Assist: Siakam (1 AST),3
2022-02-01,22100768,MIL,WAS,1,11:26,MIL,Bobby Portis,[MIL 2-0] Portis Floating Jump shot: Made (2 PTS),2
2022-02-01,22100769,CHI,ORL,1,11:14,ORL,Wendell Carter Jr.,[ORL 3-0] Carter Jr. 3pt Shot: Made (3 PTS) Assist: Suggs (1 AST),3
2022-02-01,22100770,MIN,DEN,1,10:19,MIN,Jarred Vanderbilt,[MIN 2-0] Vanderbilt Layup Shot: Made (2 PTS) Assist: McDaniels (1 AST),2
2022-02-01,22100771,SAS,GSW,1,11:31,GSW,Damion Lee,[GSW 2-0] Lee Pullup Jump shot: Made (2 PTS) Assist: Toscano-Anderson (1 AST),2
2022-02-01,22100772,PHX,BKN,1,11:52,PHX,Jae Crowder,[PHX 3-0] Crowder 3pt Shot: Made (3 PTS) Assist: Paul (1 AST),3
2022-02-02,22100773,IND,ORL,1,10:48,IND,Terry Taylor,[IND 2-0] Taylor Layup Shot: Made (2 PTS),2
2022-02-02,22100774,PHI,WAS,1,11:46,PHI,Matisse Thybulle,[PHI 3-0] Thybulle 3pt Shot: Made (3 PTS) Assist: Maxey (1 AST),3
2022-02-02,22100775,BOS,CHA,1,11:09,BOS,Robert Williams III,[BOS 2-0] Williams III Tip Dunk Shot: Made (2 PTS),2
2022-02-02,22100776,NYK,MEM,1,11:25,NYK,RJ Barrett,[NYK 1-0] Barrett Free Throw 2 of 2 (1 PTS),1
2022-02-02,22100777,HOU,CLE,1,11:02,CLE,Jarrett Allen,[CLE 2-0] Allen Putback Dunk Shot: Made (2 PTS),2
2022-02-02,22100778,DAL,OKC,1,11:29,OKC,Tre Mann,[OKC 1-0] Mann Free Throw 1 of 2 (1 PTS),1
2022-02-02,22100779,UTA,DEN,1,11:12,UTA,Royce O'Neale,[UTA 2-0] O'Neale Driving Finger Roll Layup Shot: Made (2 PTS) Assist: Bogdanovic (1 AST),2
2022-02-02,22100780,SAC,BKN,1,11:39,BKN,Nic Claxton,[BKN 2-0] Claxton Cutting Finger Roll Layup Shot: Made (2 PTS) Assist: Harden (1 AST),2
2022-02-02,22100781,LAL,POR,1,11:38,LAL,Avery Bradley,[LAL 3-0] Bradley 3pt Shot: Made (3 PTS) Assist: Westbrook (1 AST),3
2022-02-03,22100782,DET,MIN,1,11:40,DET,Jerami Grant,[DET 2-0] Grant Driving Reverse Layup Shot: Made (2 PTS) Assist: Bey (1 AST),2
2022-02-03,22100783,ATL,PHX,1,11:38,PHX,Mikal Bridges,[PHX 2-0] Bridges Running Layup Shot: Made (2 PTS) Assist: Paul (1 AST),2
2022-02-01,22100784,TOR,MIA,1,11:38,MIA,Jimmy Butler,[MIA 2-0] Butler Pullup Jump shot: Made (2 PTS) Assist: Robinson (1 AST),2
2022-02-03,22100785,GSW,SAC,1,11:43,SAC,Harrison Barnes,[SAC 2-0] Barnes Driving Layup Shot: Made (2 PTS) Assist: Holmes (1 AST),2
2022-02-03,22100786,LAC,LAL,1,11:48,LAL,Avery Bradley,[LAL 3-0] Bradley 3pt Shot: Made (3 PTS),3
2022-02-04,22100787,CHA,CLE,1,11:32,CLE,Jarrett Allen,[CLE 2-0] Allen Cutting Dunk Shot: Made (2 PTS) Assist: Osman (1 AST),2
2022-02-04,22100788,DET,BOS,1,11:42,BOS,Jaylen Brown,[BOS 2-0] Brown Hook Shot: Made (2 PTS) Assist: Horford (1 AST),2
2022-02-04,22100789,IND,CHI,1,11:55,CHI,Javonte Green,[CHI 2-0] Green Driving Finger Roll Layup Shot: Made (2 PTS),2
2022-02-04,22100790,TOR,ATL,1,11:19,ATL,Trae Young,[ATL 2-0] Young Floating Jump shot: Made (2 PTS),2
2022-02-04,22100791,DAL,PHI,1,11:06,DAL,Dorian Finney-Smith,[DAL 3-0] Finney-Smith 3pt Shot: Made (3 PTS) Assist: Doncic (1 AST),3
2022-02-04,22100792,SAS,HOU,1,11:29,SAS,Jakob Poeltl,[SAS 2-0] Poeltl Reverse Layup Shot: Made (2 PTS) Assist: Johnson (1 AST),2
2022-02-04,22100793,UTA,BKN,1,11:32,UTA,Royce O'Neale,[UTA 2-0] O'Neale Cutting Layup Shot: Made (2 PTS) Assist: Mitchell (1 AST),2
2022-02-04,22100794,DEN,NOP,1,11:38,NOP,Herbert Jones,[NOP 2-0] Jones Cutting Dunk Shot: Made (2 PTS) Assist: Valanciunas (1 AST),2
2022-02-04,22100795,POR,OKC,1,10:46,POR,Anfernee Simons,[POR 2-0] Simons Pullup Jump shot: Made (2 PTS) Assist: Nurkic (1 AST),2
2022-02-05,22100796,ORL,MEM,1,11:43,MEM,Jaren Jackson Jr.,[MEM 2-0] Jackson Jr. Alley Oop Dunk Shot: Made (2 PTS) Assist: Morant (1 AST),2
2022-02-05,22100797,CHA,MIA,1,11:46,MIA,P.J. Tucker,[MIA 2-0] Tucker Hook Shot: Made (2 PTS) Assist: Adebayo (1 AST),2
2022-02-05,22100798,WAS,PHX,1,11:03,WAS,Kyle Kuzma,[WAS 3-0] Kuzma 3pt Shot: Made (3 PTS),3
2022-02-05,22100799,LAL,NYK,1,11:30,NYK,RJ Barrett,[NYK 3-0] Barrett 3pt Shot: Made (3 PTS) Assist: Walker (1 AST),3
2022-02-05,22100800,POR,MIL,1,10:47,MIL,Jrue Holiday,[MIL 2-0] Holiday Step Back Jump shot: Made (2 PTS),2
2022-02-05,22100801,SAC,OKC,1,11:45,SAC,Harrison Barnes,[SAC 2-0] Barnes Reverse Layup Shot: Made (2 PTS),2
2022-02-06,22100802,CHI,PHI,1,11:36,PHI,Danny Green,[PHI 2-0] Green Layup Shot: Made (2 PTS) Assist: Curry (1 AST),2
2022-02-06,22100803,MIN,DET,1,11:25,DET,Hamidou Diallo,[DET 2-0] Diallo Floating Jump shot: Made (2 PTS) Assist: Joseph (1 AST),2
2022-02-06,22100804,DEN,BKN,1,11:42,DEN,Will Barton,[DEN 2-0] Barton Cutting Layup Shot: Made (2 PTS) Assist: Jokic (1 AST),2
2022-02-06,22100805,CLE,IND,1,09:37,IND,Chris Duarte,[IND 2-0] Duarte Driving Layup Shot: Made (2 PTS),2
2022-02-06,22100806,ORL,BOS,1,10:05,BOS,Jaylen Brown,[BOS 2-0] Brown Driving Layup Shot: Made (2 PTS),2
2022-02-06,22100807,DAL,ATL,1,11:42,DAL,Luka Doncic,[DAL 2-0] Doncic Driving Floating Jump Shot: Made (2 PTS) Assist: Powell (1 AST),2
2022-02-06,22100808,HOU,NOP,1,11:02,HOU,Alperen Sengun,[HOU 3-0] Sengun 3pt Shot: Made (3 PTS) Assist: Green (1 AST),3
2022-02-06,22100809,LAC,MIL,1,11:29,LAC,Reggie Jackson,[LAC 2-0] Jackson Step Back Jump shot: Made (2 PTS),2
2022-02-07,22100810,CHA,TOR,1,11:27,CHA,Miles Bridges,[CHA 2-0] Bridges Cutting Layup Shot: Made (2 PTS) Assist: Plumlee (1 AST),2
2022-02-07,22100811,WAS,MIA,1,11:40,MIA,Bam Adebayo,[MIA 2-0] Adebayo Pullup Jump shot: Made (2 PTS),2
2022-02-07,22100812,CHI,PHX,1,11:18,CHI,DeMar DeRozan,[CHI 2-0] DeRozan Driving Reverse Layup Shot: Made (2 PTS) Assist: Green (1 AST),2
2022-02-07,22100813,OKC,GSW,1,11:14,OKC,Josh Giddey,[OKC 2-0] Giddey Running Layup Shot: Made (2 PTS),2
2022-02-07,22100814,UTA,NYK,1,11:39,NYK,Mitchell Robinson,[NYK 2-0] Robinson Putback Dunk Shot: Made (2 PTS),2
2022-02-08,22100815,PHI,PHX,1,10:37,PHX,Chris Paul,[PHX 2-0] Paul Driving Layup Shot: Made (2 PTS),2
2022-02-08,22100816,ATL,IND,1,11:21,ATL,Clint Capela,[ATL 2-0] Capela Layup Shot: Made (2 PTS) Assist: Young (1 AST),2
2022-02-08,22100817,BKN,BOS,1,11:03,BOS,Jaylen Brown,[BOS 2-0] Brown Turnaround Fadeaway shot: Made (2 PTS),2
2022-02-08,22100818,MEM,LAC,1,11:43,MEM,Ziaire Williams,[MEM 3-0] Williams 3pt Shot: Made (3 PTS) Assist: Morant (1 AST),3
2022-02-08,22100819,NOP,HOU,1,11:40,HOU,Christian Wood,[HOU 3-0] Wood 3pt Shot: Made (3 PTS) Assist: Porter Jr. (1 AST),3
2022-02-08,22100820,DAL,DET,1,11:39,DAL,Luka Doncic,[DAL 1-0] Doncic Free Throw 2 of 2 (1 PTS),1
2022-02-08,22100821,DEN,NYK,1,11:33,NYK,Julius Randle,[NYK 2-0] Randle Jump Shot: Made (2 PTS),2
2022-02-08,22100822,LAL,MIL,1,11:30,MIL,Khris Middleton,[MIL 2-0] Middleton Running Finger Roll Layup Shot: Made (2 PTS),2
2022-02-08,22100823,POR,ORL,1,11:43,POR,Justise Winslow,[POR 3-0] Winslow 3pt Shot: Made (3 PTS) Assist: Nurkic (1 AST),3
2022-02-08,22100824,SAC,MIN,1,11:25,SAC,Damian Jones,[SAC 2-0] Jones Jump Shot: Made (2 PTS) Assist: Fox (1 AST),2
2022-02-09,22100825,CLE,SAS,1,11:06,SAS,Keldon Johnson,[SAS 3-0] Johnson 3pt Shot: Made (3 PTS) Assist: Murray (1 AST),3
2022-02-09,22100826,CHA,CHI,1,11:11,CHA,Miles Bridges,[CHA 1-0] Bridges Free Throw 1 of 2 (1 PTS),1
2022-02-09,22100827,OKC,TOR,1,11:38,TOR,OG Anunoby,[TOR 2-0] Anunoby Driving Layup Shot: Made (2 PTS),2
2022-02-09,22100828,UTA,GSW,1,11:24,GSW,Kevon Looney,[GSW 2-0] Looney Reverse Layup Shot: Made (2 PTS),2
2022-02-09,22100829,POR,LAL,1,11:15,POR,Jusuf Nurkic,[POR 2-0] Nurkic Driving Layup Shot: Made (2 PTS) Assist: Simons (1 AST),2
2022-02-09,22100830,SAC,MIN,1,11:44,MIN,D'Angelo Russell,[MIN 3-0] Russell 3pt Shot: Made (3 PTS) Assist: Towns (1 AST),3
2022-02-10,22100831,DET,MEM,1,10:43,MEM,Steven Adams,[MEM 2-0] Adams Tip Layup Shot: Made (2 PTS),2
